Source,Target,Weight,Sqrt_Weight
Belgium,Bermuda,0.0,0.0
Belgium,Brazil,0.0,0.0
Belgium,British Virgin Islands,0.0,0.0
Belgium,Canada,4.6302424405767133e-05,0.006804588481735477
Belgium,Cayman Islands,0.0,0.0
Belgium,Chile,0.0001548804800093687,0.012445098633975091
Belgium,China,0.00010643333314446825,0.01031665319493043
Belgium,Colombia,1.171083574645429e-05,0.003422109838455553
Belgium,Cyprus,6.4766148405756516e-12,2.5449194173049276e-06
Belgium,Czechia,0.0003351667976577624,0.018307561215458557
Belgium,Denmark,0.0004824826484828208,0.021965487667766924
Belgium,Finland,1.2953229681151304e-06,0.0011381225628705946
Belgium,France,0.005763539546628274,0.07591797907365734
Belgium,Germany,0.0018228801635846086,0.04269520070903296
Belgium,"Hong Kong, China",0.0,0.0
Belgium,Hungary,0.0005211136027171872,0.022827912798089694
Belgium,India,0.0,0.0
Belgium,Indonesia,3.3579250837706934e-05,0.005794760636791388
Belgium,Ireland,0.001420519171290878,0.03768977542107246
Belgium,Italy,0.0025318421594467382,0.05031741407750142
Belgium,Japan,0.0011649283662135224,0.034131046954547446
Belgium,Luxembourg,0.0018685033815060757,0.043226188607209816
Belgium,Malaysia,4.0076696040192504e-05,0.006330615771012525
Belgium,Mexico,0.00045067499497944684,0.021229107258183205
Belgium,Netherlands,0.002472771546131784,0.04972697000755007
Belgium,Norway,0.00024530150911248797,0.015662104236420085
Belgium,Poland,0.00044410061159993634,0.021073694778086172
Belgium,Republic of Korea,0.00036821656058696117,0.01918896976356368
Belgium,Saudi Arabia,2.1630751325172166e-05,0.004650887154637507
Belgium,Singapore,0.00017928007385902353,0.01338955092073754
Belgium,Spain,0.0009306895525907212,0.030507204929175684
Belgium,Sweden,0.0012629398939122526,0.035537865635294597
Belgium,Switzerland,0.003369472496006079,0.05804715751874573
Belgium,United Arab Emirates,0.0,0.0
Belgium,United Kingdom,0.0009425432335727678,0.030700866984057107
Belgium,United States,0.00604211667819131,0.07773105349981634
Bermuda,Brazil,0.0,0.0
Bermuda,Chile,0.0,0.0
Bermuda,China,0.00019688579326122298,0.014031599811184146
Bermuda,Colombia,0.00010283202418031078,0.010140612613659531
Bermuda,Cyprus,0.0,0.0
Bermuda,Czechia,0.0,0.0
Bermuda,Denmark,0.0,0.0
Bermuda,Finland,0.0,0.0
Bermuda,France,6.4766148405756516e-12,2.5449194173049276e-06
Bermuda,Germany,0.00016990168477430513,0.013034634048346165
Bermuda,"Hong Kong, China",0.0020349684482507233,0.04511062456063675
Bermuda,Hungary,6.881871167064499e-06,0.0026233320733495594
Bermuda,India,0.0,0.0
Bermuda,Indonesia,0.0,0.0
Bermuda,Ireland,0.0031232477669990632,0.05588602479152604
Bermuda,Italy,0.00023900392681582705,0.015459751835518804
Bermuda,Japan,1.6159854237127594e-05,0.004019932118472598
Bermuda,Luxembourg,0.0,0.0
Bermuda,Malaysia,0.0,0.0
Bermuda,Mexico,0.0,0.0
Bermuda,Netherlands,0.0,0.0
Bermuda,Norway,8.068979368170837e-05,0.008982749783986436
Bermuda,Poland,0.0,0.0
Bermuda,Republic of Korea,0.0,0.0
Bermuda,Saudi Arabia,7.98067861834265e-05,0.008933464399852193
Bermuda,Spain,0.00023251047277666591,0.015248294093985265
Bermuda,Sweden,8.558386647708273e-05,0.009251154872613621
Bermuda,Switzerland,0.0,0.0
Bermuda,United Kingdom,0.0,0.0
Bermuda,United States,0.0020826647495262316,0.04563622190241247
Brazil,British Virgin Islands,0.00011635339418826425,0.0107867230514306
Brazil,Canada,0.0013642631575758034,0.03693593314884306
Brazil,Cayman Islands,0.0003959866864678653,0.0198994142242395
Brazil,Chile,0.0008957070114972056,0.02992836466459879
Brazil,China,0.00025050659383015123,0.01582740009698849
Brazil,Colombia,7.457014367269211e-05,0.00863540060869744
Brazil,Cyprus,1.868438954991352e-05,0.004322544337530099
Brazil,Czechia,0.0,0.0
Brazil,Denmark,0.00018409360754846575,0.013568109947537488
Brazil,Finland,7.771937808690783e-06,0.0027878195437816243
Brazil,France,0.001607019939932606,0.04008765321059099
Brazil,Germany,0.001329400498152236,0.03646094483350967
Brazil,"Hong Kong, China",0.0,0.0
Brazil,Hungary,1.0749876513101708e-05,0.0032787004305214755
Brazil,India,0.0,0.0
Brazil,Indonesia,1.082320199366317e-07,0.00032898635220420875
Brazil,Ireland,0.00017214395167082025,0.013120364006795705
Brazil,Italy,0.00014715263758912215,0.012130648687894732
Brazil,Japan,0.00019401805801516495,0.013929036507065553
Brazil,Luxembourg,0.0034536890500820863,0.058768095511783316
Brazil,Malaysia,1.7013636288668237e-07,0.00041247589370371984
Brazil,Mexico,0.00035101256845811483,0.01873532941952489
Brazil,Netherlands,0.003506774841884785,0.0592180280141511
Brazil,Norway,0.0010539259975295206,0.03246422642740037
Brazil,Poland,0.0,0.0
Brazil,Republic of Korea,1.467370589813669e-05,0.003830627350465807
Brazil,Saudi Arabia,1.6312055656799228e-06,0.0012771865821718934
Brazil,Singapore,0.002327437456428632,0.048243522429737985
Brazil,Spain,0.0026439330162999768,0.051419189183610985
Brazil,Sweden,0.0002479455929354326,0.01574628822724367
Brazil,Switzerland,0.0005746549433590665,0.02397196160849309
Brazil,United Arab Emirates,0.0,0.0
Brazil,United Kingdom,0.0037098717001207934,0.06090871612602578
Brazil,United States,0.007816970965549938,0.08841363563133199
British Virgin Islands,Chile,0.00020298323295089274,0.014247218428552737
British Virgin Islands,China,0.004106509344205332,0.06408205165415143
British Virgin Islands,Colombia,0.00016741189093818885,0.012938774707760734
British Virgin Islands,Cyprus,0.00011094441221906092,0.010533015343151311
British Virgin Islands,Czechia,0.0,0.0
British Virgin Islands,Denmark,0.0,0.0
British Virgin Islands,Finland,0.0,0.0
British Virgin Islands,France,0.0,0.0
British Virgin Islands,Germany,0.00011143080599358814,0.01055607910133247
British Virgin Islands,"Hong Kong, China",0.023348585353613564,0.15280243896487242
British Virgin Islands,Hungary,0.0,0.0
British Virgin Islands,India,0.0,0.0
British Virgin Islands,Ireland,0.0,0.0
British Virgin Islands,Italy,1.4560077823098124e-05,0.00381576700325087
British Virgin Islands,Japan,0.00013134059875153763,0.011460392608961424
British Virgin Islands,Luxembourg,0.0,0.0
British Virgin Islands,Malaysia,0.0,0.0
British Virgin Islands,Netherlands,0.0,0.0
British Virgin Islands,Norway,1.888243239354103e-05,0.004345392087434807
British Virgin Islands,Poland,0.0,0.0
British Virgin Islands,Republic of Korea,0.0,0.0
British Virgin Islands,Saudi Arabia,7.387275221426893e-05,0.008594925957462864
British Virgin Islands,Spain,0.0,0.0
British Virgin Islands,Sweden,6.209911155988852e-07,0.0007880298951174918
British Virgin Islands,Switzerland,0.0,0.0
British Virgin Islands,United Kingdom,0.0,0.0
British Virgin Islands,United States,0.0010536115313248898,0.03245938279334482
Canada,Cayman Islands,0.0,0.0
Canada,Chile,0.002912016412024483,0.053963102320238064
Canada,China,0.0001242590745726824,0.011147155447587622
Canada,Colombia,0.0002457330963948714,0.015675876256046148
Canada,Cyprus,6.4766148405756516e-12,2.5449194173049276e-06
Canada,Czechia,4.1661112917183484e-05,0.006454542037757868
Canada,Denmark,5.989832469157986e-12,2.4474134242415984e-06
Canada,Finland,6.4766148405756516e-12,2.5449194173049276e-06
Canada,France,0.00015349577172164294,0.01238934105276156
Canada,Germany,0.0025038080390844546,0.05003806590071657
Canada,"Hong Kong, China",0.002073219734871978,0.04553262275415263
Canada,Hungary,0.0,0.0
Canada,India,0.0003593899481494792,0.018957582866744357
Canada,Indonesia,4.8586346019210984e-05,0.006970390664748353
Canada,Ireland,0.00042115865444086883,0.020522150336669615
Canada,Italy,5.619111035683436e-05,0.007496072995698105
Canada,Japan,0.002058530228035925,0.04537102850978722
Canada,Luxembourg,0.0074477551262363845,0.08630037732383553
Canada,Malaysia,1.5892291706281525e-05,0.003986513728344796
Canada,Mexico,0.002189163970827861,0.04678850254953519
Canada,Netherlands,0.0023854451932829052,0.048841019576611064
Canada,Norway,0.0007159447189214685,0.026757143325128498
Canada,Poland,0.0,0.0
Canada,Republic of Korea,0.0,0.0
Canada,Saudi Arabia,3.8768089022610225e-05,0.00622640257473047
Canada,Singapore,0.0,0.0
Canada,Spain,0.0,0.0
Canada,Sweden,0.0,0.0
Canada,Switzerland,0.001727406647591211,0.04156208184861787
Canada,United Kingdom,0.0033536482392715135,0.05791069192533891
Canada,United States,0.060781327362980496,0.246538693439753
Cayman Islands,Chile,0.0,0.0
Cayman Islands,China,0.002106636059067802,0.045898105179493
Cayman Islands,Colombia,0.00015551993865071993,0.01247076335477183
Cayman Islands,Cyprus,6.4766148405756516e-12,2.5449194173049276e-06
Cayman Islands,Czechia,0.0,0.0
Cayman Islands,Denmark,5.989832469157986e-12,2.4474134242415984e-06
Cayman Islands,Finland,8.74343003477713e-05,0.009350631013347243
Cayman Islands,France,4.4688642399972e-05,0.006684956424687598
Cayman Islands,Germany,0.0,0.0
Cayman Islands,"Hong Kong, China",0.006342063321803946,0.07963707253411532
Cayman Islands,Hungary,1.0490646765023986e-05,0.0032389267921680456
Cayman Islands,India,0.00020485227044520312,0.014312661193684531
Cayman Islands,Indonesia,0.0,0.0
Cayman Islands,Ireland,0.0,0.0
Cayman Islands,Italy,0.0,0.0
Cayman Islands,Japan,0.0004203025815435811,0.02050128243655945
Cayman Islands,Luxembourg,0.0,0.0
Cayman Islands,Malaysia,0.00023443378656644136,0.015311230733237657
Cayman Islands,Mexico,0.0,0.0
Cayman Islands,Netherlands,0.0,0.0
Cayman Islands,Norway,9.373171395352347e-05,0.009681514032088343
Cayman Islands,Poland,1.8751769655902596e-05,0.004330331356363229
Cayman Islands,Republic of Korea,0.0,0.0
Cayman Islands,Saudi Arabia,0.0004363838268089147,0.020889801981084328
Cayman Islands,Spain,2.590645936230261e-06,0.0016095483640544204
Cayman Islands,Sweden,0.0,0.0
Cayman Islands,Switzerland,0.0,0.0
Cayman Islands,United Kingdom,0.0,0.0
Cayman Islands,United States,0.0,0.0
Chile,China,4.7813953468515246e-05,0.006914763442701076
Chile,Colombia,0.0002802959204914179,0.016742040511580954
Chile,Cyprus,6.4766148405756516e-12,2.5449194173049276e-06
Chile,Czechia,0.0,0.0
Chile,Denmark,0.0,0.0
Chile,Finland,3.885968904345392e-06,0.0019712861041323738
Chile,France,3.8094044293930934e-06,0.001951769563599426
Chile,Germany,6.580380474600767e-05,0.00811195443441392
Chile,"Hong Kong, China",0.0,0.0
Chile,Hungary,0.0,0.0
Chile,India,0.0,0.0
Chile,Ireland,0.0,0.0
Chile,Italy,0.0,0.0
Chile,Japan,0.0022032678409023513,0.04693897997296438
Chile,Luxembourg,8.795744177352241e-05,0.009378562884233513
Chile,Malaysia,0.0,0.0
Chile,Mexico,0.0008500335925263457,0.029155335575608555
Chile,Netherlands,2.7807280854608782e-05,0.005273260931777299
Chile,Norway,0.0,0.0
Chile,Poland,1.2539177277503255e-06,0.0011197846791907477
Chile,Republic of Korea,0.0,0.0
Chile,Saudi Arabia,1.9897265089347764e-07,0.0004460635054490309
Chile,Singapore,0.0,0.0
Chile,Spain,0.0016664555343725823,0.04082224313254457
Chile,Sweden,0.00048728446926447135,0.02207452081619149
Chile,Switzerland,0.0,0.0
Chile,United Kingdom,0.0,0.0
Chile,United States,0.0016647764196110844,0.04080167177470899
China,Colombia,9.736110371619745e-05,0.009867173035687448
China,Cyprus,6.225319671834759e-05,0.007890069500222896
China,Czechia,5.8518059538664815e-05,0.007649709768263422
China,Denmark,0.00013101255118892944,0.011446071430361138
China,Finland,8.94959747253832e-05,0.00946023121944613
China,France,0.0008004153230211125,0.028291612237925087
China,Germany,0.0016306241017590513,0.04038098688441197
China,"Hong Kong, China",0.09610923086078539,0.3100148881276275
China,Hungary,0.00042357073931144844,0.020580834271512135
China,India,2.881109417664991e-06,0.001697383108689665
China,Indonesia,0.0010077088086889708,0.03174442956943739
China,Ireland,4.427356159519597e-05,0.0066538381100832295
China,Italy,0.0003734890288182921,0.01932586424505492
China,Japan,0.0024849145813858353,0.049848917554805895
China,Luxembourg,0.0005682637816482653,0.023838283949317016
China,Malaysia,0.0006742735662644447,0.025966778126376107
China,Mexico,9.725091996924905e-05,0.009861588105840207
China,Netherlands,0.004958867879120573,0.07041922946980159
China,Norway,2.7714954834794004e-05,0.005264499485686555
China,Poland,1.8688277303772918e-06,0.0013670507416980878
China,Republic of Korea,0.0021049529161439686,0.04587976586845195
China,Saudi Arabia,0.00019493548823570076,0.013961929960993958
China,Singapore,0.010044966721280437,0.10022458142232592
China,Spain,0.0003901014888901581,0.019750987035846032
China,Sweden,0.0018213806610527425,0.04267763654483156
China,Switzerland,0.00027227981455051455,0.01650090344649391
China,United Arab Emirates,0.0013180626348382148,0.03630513234844648
China,United Kingdom,0.002281844861923803,0.04776865982968125
China,United States,0.0020124040146630084,0.04485982628881891
Colombia,Cyprus,0.0,0.0
Colombia,Czechia,0.0,0.0
Colombia,Denmark,2.1670887427544023e-06,0.0014721035095245178
Colombia,Finland,0.0,0.0
Colombia,France,0.00018693744385592993,0.013672506860701513
Colombia,Germany,6.319799473723757e-05,0.007949716645091042
Colombia,"Hong Kong, China",0.0,0.0
Colombia,Hungary,3.0510613660304916e-06,0.001746728761436787
Colombia,India,8.454221760642902e-05,0.00919468420373582
Colombia,Ireland,0.0,0.0
Colombia,Italy,1.2097291351598906e-05,0.0034781160635606895
Colombia,Japan,2.7019744749566206e-05,0.005198052014896177
Colombia,Luxembourg,4.615642169065851e-05,0.006793851756600118
Colombia,Malaysia,3.206692751358543e-08,0.00017907240857704861
Colombia,Mexico,0.00031330762853314467,0.017700497974157244
Colombia,Netherlands,0.00022938033701122297,0.015145307425444456
Colombia,Norway,2.33545569937034e-05,0.004832655273625815
Colombia,Poland,0.0,0.0
Colombia,Republic of Korea,4.815207813373775e-06,0.0021943581780041687
Colombia,Saudi Arabia,1.3538617071666831e-06,0.0011635556313157884
Colombia,Singapore,2.2944590561082147e-06,0.0015147471921440274
Colombia,Spain,0.0013416820513658524,0.036628978300873374
Colombia,Sweden,5.7696071079958825e-05,0.007595792985591355
Colombia,Switzerland,0.0006953817475969361,0.026370091914836705
Colombia,United Kingdom,0.0008148346177333274,0.028545308156215924
Colombia,United States,0.0033677574388722544,0.058032382674436646
Cyprus,Czechia,7.367348853873682e-05,0.008583326193192055
Cyprus,Denmark,1.2466447309733637e-11,3.5307856504939006e-06
Cyprus,Finland,3.270690494490704e-05,0.005718995099220408
Cyprus,France,4.404098091591443e-05,0.006636337914536483
Cyprus,Germany,6.774539123242132e-05,0.008230758849123289
Cyprus,"Hong Kong, China",6.4766148405756516e-12,2.5449194173049276e-06
Cyprus,Hungary,0.00014708786818353156,0.012127978734460724
Cyprus,India,0.0004821010742108979,0.021956800181513195
Cyprus,Indonesia,0.0,0.0
Cyprus,Ireland,6.4766148405756516e-12,2.5449194173049276e-06
Cyprus,Italy,0.00017856286180060693,0.01336274155256349
Cyprus,Japan,8.413239932950438e-06,0.0029005585553390297
Cyprus,Luxembourg,0.006510293237746646,0.08068638818131994
Cyprus,Malaysia,6.4766148405756516e-12,2.5449194173049276e-06
Cyprus,Mexico,0.0,0.0
Cyprus,Netherlands,0.00040446459679394943,0.020111305198667474
Cyprus,Norway,6.4766148405756516e-12,2.5449194173049276e-06
Cyprus,Poland,0.000123628453373885,0.011118833273949429
Cyprus,Republic of Korea,4.663162685214469e-06,0.002159435733059558
Cyprus,Saudi Arabia,0.00012703033452143942,0.011270773465980027
Cyprus,Singapore,1.2305568197093739e-06,0.0011093046559486595
Cyprus,Spain,0.0006597079876610359,0.025684781246119965
Cyprus,Sweden,3.957211667591724e-05,0.006290637223359589
Cyprus,Switzerland,0.0,0.0
Cyprus,United Arab Emirates,6.645006826430618e-05,0.008151691129103592
Cyprus,United Kingdom,0.0004702670035741981,0.021685640492597816
Cyprus,United States,4.5522733242215536e-05,0.006747053671212016
Czechia,Denmark,0.0001779356723356534,0.013339253065132747
Czechia,Finland,6.946405139905311e-06,0.002635603373025864
Czechia,France,0.0005456779618159276,0.023359750893704487
Czechia,Germany,0.0008919482134272999,0.02986550206220046
Czechia,"Hong Kong, China",0.00021483876197155908,0.014657379096262711
Czechia,Hungary,0.000238130462040594,0.015431476340279112
Czechia,India,8.990291162855809e-05,0.00948171459328734
Czechia,Indonesia,0.0,0.0
Czechia,Ireland,0.0003822321412042385,0.019550758072367384
Czechia,Italy,0.0005530439701901114,0.023516886915365975
Czechia,Japan,0.0,0.0
Czechia,Luxembourg,0.0022209615511134787,0.047127078745806836
Czechia,Malaysia,0.0,0.0
Czechia,Mexico,1.1228181305038025e-05,0.003350847848685169
Czechia,Netherlands,0.001159583436555061,0.0340526568207983
Czechia,Norway,0.0,0.0
Czechia,Poland,0.00044427700977445347,0.021077879631842798
Czechia,Republic of Korea,0.00011924908635671987,0.010920123000988581
Czechia,Saudi Arabia,4.364722236863111e-06,0.0020891917664166474
Czechia,Singapore,0.0,0.0
Czechia,Spain,1.740181605315954e-05,0.004171548399954091
Czechia,Sweden,4.555816638984549e-05,0.006749678984206989
Czechia,Switzerland,0.0004906605859532161,0.022150859711379513
Czechia,United Arab Emirates,0.0,0.0
Czechia,United Kingdom,0.0,0.0
Czechia,United States,0.00022102481811192969,0.01486690344731981
Denmark,Finland,0.00036418708053602314,0.019083686240766565
Denmark,France,0.0008534540116486946,0.02921393523044601
Denmark,Germany,0.002480193132855495,0.04980153745473623
Denmark,"Hong Kong, China",5.989832469157986e-12,2.4474134242415984e-06
Denmark,Hungary,0.00021611222255107012,0.01470075584965175
Denmark,India,0.0,0.0
Denmark,Indonesia,0.0,0.0
Denmark,Ireland,0.0,0.0
Denmark,Italy,0.0003776513297964278,0.01943325319642668
Denmark,Japan,8.042844804926618e-05,0.008968190901696182
Denmark,Luxembourg,0.0021698637039293494,0.04658179584268247
Denmark,Malaysia,4.113677950820591e-05,0.006413796029513716
Denmark,Mexico,5.889341421252883e-05,0.007674204467730114
Denmark,Netherlands,0.0010836065342088783,0.032918179387822745
Denmark,Norway,0.0010135840211247624,0.031836834345216586
Denmark,Poland,5.216334407295629e-06,0.002283929597709971
Denmark,Republic of Korea,0.0,0.0
Denmark,Saudi Arabia,4.793802371561595e-05,0.006923729032509573
Denmark,Singapore,0.0,0.0
Denmark,Spain,0.00021372828973899655,0.014619449023099213
Denmark,Sweden,0.0002581216142543454,0.01606616364457755
Denmark,Switzerland,4.373027011449502e-05,0.006612886670319931
Denmark,United Arab Emirates,5.989832469157986e-12,2.4474134242415984e-06
Denmark,United Kingdom,0.0008050542843043412,0.028373478537259775
Denmark,United States,0.003370056207047391,0.058052185204756857
Finland,France,0.0006113924409503414,0.024726351145090968
Finland,Germany,0.0,0.0
Finland,"Hong Kong, China",7.25380862144473e-05,0.0085169293888377
Finland,Hungary,9.316780150456728e-06,0.003052340110547435
Finland,India,0.0,0.0
Finland,Indonesia,0.0,0.0
Finland,Ireland,6.4766148405756516e-12,2.5449194173049276e-06
Finland,Italy,8.362151719112442e-05,0.00914448014876321
Finland,Japan,0.0,0.0
Finland,Luxembourg,0.0011910494691818626,0.03451158456492345
Finland,Malaysia,0.0,0.0
Finland,Mexico,1.4016214454444526e-05,0.0037438235073844663
Finland,Netherlands,0.0003860062444983089,0.01964704162204348
Finland,Norway,0.0005698324664630914,0.023871163910942662
Finland,Poland,9.067260776805912e-06,0.003011189262867067
Finland,Republic of Korea,0.0,0.0
Finland,Saudi Arabia,1.942984452172696e-06,0.0013939097718908122
Finland,Singapore,0.00021889209316402797,0.014795002303616852
Finland,Spain,0.00013082761977962817,0.011437990198440816
Finland,Sweden,0.002461665235971763,0.049615171429430366
Finland,Switzerland,0.001394415175175938,0.03734186892987465
Finland,United Arab Emirates,0.0,0.0
Finland,United Kingdom,0.00044708011087927113,0.021144268984272574
Finland,United States,0.0004498364249103796,0.02120934758332702
France,Germany,0.0040115368652129885,0.06333669446073886
France,"Hong Kong, China",0.00016321069398250648,0.01277539408325655
France,Hungary,0.0006908150316611067,0.026283360357098686
France,India,0.00023959329876631943,0.015478801593350805
France,Indonesia,2.7075061399099574e-05,0.005203370196238163
France,Ireland,0.001634983852137248,0.04043493356167718
France,Italy,0.007942928860081272,0.08912311069571838
France,Japan,0.0021797948947677305,0.04668827363233439
France,Luxembourg,0.002685852174386723,0.05182520790490592
France,Malaysia,4.256631985757238e-05,0.006524286923302223
France,Mexico,0.0002849363305578454,0.01688005718467344
France,Netherlands,0.00822465318604702,0.09068987366871242
France,Norway,0.0008896886884208719,0.02982764973008889
France,Poland,0.001472284650225027,0.03837036161186166
France,Republic of Korea,0.00012176035900282225,0.011034507646597662
France,Saudi Arabia,0.0018031175019172236,0.04246313108941949
France,Singapore,0.00305719224309512,0.0552918822531402
France,Spain,0.0037829907283802385,0.06150602188713101
France,Sweden,0.0004331130762613316,0.020811368918486155
France,Switzerland,0.0029941390407981243,0.05471872660066318
France,United Arab Emirates,0.00011852205158253444,0.010886783344153333
France,United Kingdom,0.014315611631978776,0.11964786513757267
France,United States,0.010004817173234584,0.10002408296622661
Germany,"Hong Kong, China",0.0,0.0
Germany,Hungary,0.0012362695087269092,0.0351606244075231
Germany,India,0.00033103791902337515,0.018194447477826173
Germany,Indonesia,0.0012953794655188645,0.03599138043363806
Germany,Ireland,0.0018545009402207511,0.043063916916842936
